district,paddyType,season,quantity,price
Ampara,Samba,Yala,4338,122
Badulla,Samba,Maha,4733,134
Ampara,Nadu,Maha,2913,118
Ampara,Nadu,Yala,2717,108
Badulla,Samba,Yala,2958,122
Kandy,Keeri Samba,Yala,3225,137
Badulla,Samba,Yala,1445,117
Ampara,Keeri Samba,Yala,3706,139
Ampara,Nadu,Yala,3256,109
Ampara,Samba,Maha,1758,135
Kandy,Nadu,Yala,3601,105
Ampara,Nadu,Yala,4747,104
Badulla,Keeri Samba,Maha,4714,143
Badulla,Keeri Samba,Maha,2612,140
Ampara,Nadu,Yala,3540,107
Ampara,Nadu,Yala,3334,100
Monaragala,Keeri Samba,Maha,1183,146
Badulla,Keeri Samba,Yala,4456,134
Ampara,Keeri Samba,Yala,2891,135
Kandy,Keeri Samba,Yala,1028,137
Ampara,Keeri Samba,Yala,2592,138
Badulla,Nadu,Yala,4588,106
Badulla,Samba,Maha,3814,128
Monaragala,Samba,Yala,3147,122
Badulla,Samba,Yala,4629,116
Ampara,Nadu,Yala,3616,109
Kandy,Samba,Yala,3534,119
Badulla,Nadu,Maha,3405,116
Ampara,Samba,Maha,924,134
Ampara,Keeri Samba,Yala,3305,139
Monaragala,Keeri Samba,Maha,2144,139
Kandy,Keeri Samba,Yala,2873,128
Monaragala,Nadu,Yala,3501,101
Badulla,Nadu,Yala,4133,96
Kandy,Samba,Yala,4607,120
Monaragala,Keeri Samba,Yala,2030,132
Badulla,Keeri Samba,Yala,3676,136
Monaragala,Samba,Yala,1608,120
Ampara,Samba,Maha,3930,137
Kandy,Nadu,Yala,4431,99
Monaragala,Samba,Maha,964,133
Ampara,Samba,Maha,4356,139
Kandy,Samba,Maha,3548,131
Badulla,Nadu,Yala,2029,100
Monaragala,Keeri Samba,Yala,3691,133
Kandy,Keeri Samba,Maha,3190,138
Kandy,Samba,Maha,1633,128
Monaragala,Nadu,Maha,648,112
Kandy,Samba,Yala,1784,126
Monaragala,Samba,Yala,1086,117
Kandy,Nadu,Maha,3083,110
Badulla,Nadu,Maha,3460,110
Badulla,Keeri Samba,Yala,1221,134
Kandy,Nadu,Yala,3217,108
Monaragala,Samba,Yala,2253,125
Kandy,Keeri Samba,Maha,608,146
Ampara,Keeri Samba,Yala,4589,135
Monaragala,Keeri Samba,Yala,2424,135
Monaragala,Keeri Samba,Yala,2780,129
Ampara,Keeri Samba,Yala,4324,131
Monaragala,Keeri Samba,Maha,3269,147
Monaragala,Nadu,Maha,1251,110
Ampara,Nadu,Maha,3575,119
Ampara,Samba,Yala,4184,130
Ampara,Keeri Samba,Maha,3025,150
Kandy,Keeri Samba,Yala,894,135
Kandy,Keeri Samba,Yala,2488,135
Badulla,Samba,Maha,2622,132
Kandy,Nadu,Maha,503,110
Badulla,Nadu,Maha,2725,106
Kandy,Samba,Maha,3270,130
Badulla,Keeri Samba,Yala,2030,128
Ampara,Samba,Yala,1415,130
Kandy,Keeri Samba,Maha,4207,143
Monaragala,Samba,Maha,4703,134
Ampara,Nadu,Yala,3294,103
Ampara,Keeri Samba,Maha,1207,141
Monaragala,Keeri Samba,Yala,1379,137
Ampara,Nadu,Maha,954,117
Ampara,Samba,Yala,3500,129
Ampara,Samba,Yala,4821,122
Badulla,Nadu,Maha,3285,113
Monaragala,Nadu,Maha,3772,115
Monaragala,Keeri Samba,Maha,2617,142
Badulla,Samba,Yala,2508,119
Monaragala,Keeri Samba,Yala,3520,128
Monaragala,Keeri Samba,Yala,4826,137
Monaragala,Keeri Samba,Yala,2098,127
Ampara,Samba,Maha,666,133
Badulla,Nadu,Maha,2548,108
Monaragala,Samba,Maha,3059,135
Ampara,Keeri Samba,Maha,1537,140
Monaragala,Nadu,Yala,2700,97
Ampara,Nadu,Yala,4440,101
Monaragala,Nadu,Yala,3907,98
Monaragala,Keeri Samba,Yala,3868,127
Kandy,Samba,Maha,4377,134
Ampara,Nadu,Maha,3502,112
Kandy,Samba,Maha,4405,132
Kandy,Keeri Samba,Maha,2430,147
Kandy,Nadu,Yala,2025,102
Monaragala,Nadu,Maha,2858,112
Badulla,Keeri Samba,Maha,906,145
Badulla,Keeri Samba,Yala,1229,131
Badulla,Samba,Yala,3365,125
Ampara,Nadu,Maha,1780,110
Badulla,Keeri Samba,Yala,1891,129
Badulla,Keeri Samba,Maha,3904,139
Kandy,Keeri Samba,Maha,3976,145
Ampara,Keeri Samba,Maha,4983,148
Ampara,Nadu,Maha,1148,116
Kandy,Samba,Maha,624,136
Kandy,Samba,Maha,2690,130
Kandy,Keeri Samba,Yala,3927,134
Ampara,Keeri Samba,Maha,2625,146
Kandy,Keeri Samba,Yala,3321,131
Badulla,Samba,Yala,4975,125
Ampara,Samba,Maha,2591,140
Badulla,Keeri Samba,Maha,2505,142
Kandy,Keeri Samba,Yala,4221,130
Badulla,Nadu,Maha,1892,113
Ampara,Keeri Samba,Maha,4074,145
Ampara,Nadu,Yala,2085,107
Ampara,Nadu,Yala,2218,104
Badulla,Nadu,Maha,2444,108
Kandy,Samba,Yala,4550,119
Kandy,Nadu,Yala,2704,107
Monaragala,Samba,Yala,3875,121
Badulla,Keeri Samba,Yala,2684,133
Ampara,Nadu,Maha,1791,110
Monaragala,Samba,Maha,4501,133
Monaragala,Keeri Samba,Maha,4477,144
Ampara,Keeri Samba,Yala,4121,132
Badulla,Keeri Samba,Yala,4817,136
Badulla,Samba,Maha,1617,127
Monaragala,Samba,Maha,4203,127
Badulla,Nadu,Maha,3305,107
Badulla,Samba,Yala,2820,118
Monaragala,Samba,Yala,4318,121
Badulla,Nadu,Maha,1947,112
Ampara,Samba,Yala,4352,129
Badulla,Samba,Yala,1537,122
Ampara,Nadu,Maha,2861,112
Kandy,Samba,Maha,3491,133
Ampara,Nadu,Maha,1884,118
Monaragala,Nadu,Yala,3269,104
Ampara,Keeri Samba,Yala,2019,137
Ampara,Keeri Samba,Yala,1865,131
Badulla,Keeri Samba,Yala,3966,130
Kandy,Keeri Samba,Yala,2150,128
Ampara,Samba,Maha,1175,133
Monaragala,Samba,Yala,3149,123
Kandy,Nadu,Yala,2619,104
Badulla,Samba,Maha,1074,136
Monaragala,Keeri Samba,Yala,2555,128
Monaragala,Keeri Samba,Yala,2359,137
Badulla,Samba,Maha,4263,129
Kandy,Samba,Maha,3741,131
Kandy,Nadu,Yala,1283,106
Ampara,Samba,Yala,2427,125
Ampara,Keeri Samba,Maha,1421,142
Badulla,Samba,Maha,1024,135
Kandy,Nadu,Maha,2681,113
Badulla,Keeri Samba,Maha,4319,137
Ampara,Nadu,Yala,1559,103
Badulla,Keeri Samba,Maha,3947,141
Kandy,Keeri Samba,Maha,3369,143
Kandy,Samba,Maha,2863,135
Ampara,Nadu,Yala,787,110
Kandy,Nadu,Maha,4080,109
Kandy,Nadu,Yala,2867,103
Kandy,Samba,Yala,4330,127
Kandy,Samba,Maha,2363,134
Badulla,Keeri Samba,Maha,4530,140
Ampara,Nadu,Maha,2848,115
Monaragala,Samba,Maha,3459,135
Ampara,Keeri Samba,Maha,1396,142
Badulla,Keeri Samba,Maha,3506,143
Monaragala,Keeri Samba,Yala,645,132
Badulla,Keeri Samba,Maha,2755,140
Ampara,Keeri Samba,Maha,1530,142
Ampara,Samba,Yala,2018,128
Monaragala,Samba,Yala,1020,121
Kandy,Nadu,Yala,2848,101
Kandy,Samba,Yala,862,119
Ampara,Nadu,Maha,3240,114
Kandy,Keeri Samba,Yala,3839,134
Badulla,Keeri Samba,Yala,4921,127
Ampara,Keeri Samba,Yala,2509,133
Kandy,Samba,Yala,2156,119
Badulla,Keeri Samba,Maha,3521,139
Ampara,Nadu,Maha,707,114
Kandy,Nadu,Yala,2551,105
Ampara,Samba,Yala,3581,125
Kandy,Keeri Samba,Maha,4338,141
Ampara,Samba,Maha,4765,138
Badulla,Keeri Samba,Yala,1177,127
Kandy,Samba,Yala,1097,126
Badulla,Samba,Yala,809,121
Kandy,Nadu,Maha,3878,114
Badulla,Keeri Samba,Maha,4533,140
Kandy,Samba,Maha,3155,132
Ampara,Nadu,Yala,728,109
Monaragala,Keeri Samba,Yala,1056,134
Badulla,Keeri Samba,Yala,1433,133
Ampara,Keeri Samba,Yala,3798,130
Monaragala,Samba,Maha,1636,134
Kandy,Nadu,Maha,2180,113
Kandy,Nadu,Maha,1264,112
Badulla,Nadu,Maha,3715,111
Ampara,Keeri Samba,Yala,1396,140
Ampara,Samba,Maha,4561,139
Ampara,Samba,Yala,1422,121
Badulla,Keeri Samba,Yala,2425,126
Kandy,Nadu,Yala,558,98
Ampara,Samba,Maha,3396,140
Kandy,Nadu,Yala,4660,102
Ampara,Keeri Samba,Maha,2718,150
Kandy,Samba,Yala,2395,122
Monaragala,Keeri Samba,Yala,4761,135
Badulla,Samba,Maha,1884,132
Kandy,Nadu,Yala,2216,100
Badulla,Nadu,Yala,3851,104
Ampara,Nadu,Maha,867,120
Badulla,Keeri Samba,Maha,4127,137
Badulla,Nadu,Yala,3459,105
Kandy,Keeri Samba,Yala,1849,136
Badulla,Keeri Samba,Maha,4198,137
Monaragala,Keeri Samba,Maha,2098,139
Badulla,Nadu,Maha,4745,111
Ampara,Nadu,Yala,851,106
Kandy,Nadu,Maha,604,116
Kandy,Samba,Yala,3552,123
Monaragala,Samba,Maha,4800,127
Monaragala,Samba,Yala,3844,120
Kandy,Samba,Maha,1227,138
Ampara,Keeri Samba,Maha,842,149
Monaragala,Nadu,Yala,3190,103
Ampara,Nadu,Maha,2115,111
Kandy,Nadu,Yala,3471,105
Badulla,Nadu,Yala,3466,105
Kandy,Samba,Maha,4924,134
Monaragala,Samba,Yala,3319,127
Monaragala,Nadu,Yala,3266,102
Monaragala,Nadu,Maha,3186,113
Badulla,Nadu,Yala,1658,104
Badulla,Keeri Samba,Yala,3821,135
Ampara,Samba,Yala,2487,123
Monaragala,Samba,Maha,4120,131
Ampara,Samba,Maha,4655,131
Ampara,Samba,Maha,3279,130
Kandy,Nadu,Maha,3324,114
Ampara,Samba,Yala,3280,120
Badulla,Samba,Maha,1139,133
Monaragala,Nadu,Yala,3158,104
Monaragala,Nadu,Yala,3071,107
Kandy,Keeri Samba,Yala,4771,138
Ampara,Keeri Samba,Maha,1398,147
Monaragala,Nadu,Maha,919,111
Monaragala,Keeri Samba,Maha,2689,137
Monaragala,Samba,Yala,1605,127
Badulla,Samba,Maha,4178,133
Kandy,Keeri Samba,Yala,3490,132
Kandy,Samba,Yala,4456,124
Badulla,Keeri Samba,Maha,4631,137
Kandy,Samba,Maha,4739,136
Kandy,Samba,Maha,2436,138
Ampara,Samba,Yala,4054,127
Ampara,Nadu,Yala,3122,100
Kandy,Nadu,Yala,2713,106
Monaragala,Nadu,Maha,1924,114
Kandy,Keeri Samba,Maha,4708,139
Kandy,Samba,Yala,3688,119
Badulla,Samba,Yala,690,119
Badulla,Keeri Samba,Yala,4692,135
Ampara,Samba,Maha,2051,135
Badulla,Samba,Yala,576,122
Badulla,Nadu,Maha,2161,110
Badulla,Nadu,Maha,551,108
Monaragala,Keeri Samba,Maha,1806,142
Monaragala,Samba,Yala,3366,125
Monaragala,Samba,Yala,1184,118
Badulla,Nadu,Yala,1573,102
Ampara,Samba,Yala,3494,127
Kandy,Samba,Yala,720,124
Badulla,Samba,Yala,1810,120
Ampara,Samba,Yala,4674,130
Monaragala,Nadu,Yala,791,98
Monaragala,Keeri Samba,Maha,2528,138
Monaragala,Keeri Samba,Yala,1548,137
Ampara,Keeri Samba,Maha,1986,141
Badulla,Keeri Samba,Yala,2989,135
Monaragala,Samba,Maha,1169,135
Monaragala,Samba,Yala,4938,123
Ampara,Nadu,Yala,1424,106
Ampara,Keeri Samba,Maha,4303,150
